post_id,store_id,stores,create_on,ramen_name,fb_review
T300041,16,屯京拉麵,2020-05-30,超值東京(大碗)、可爾必思、和風洋蔥沙拉、小魚涼拌豆腐(這是隔壁吃的),配置湯淡、油少屯京拉麵是連鎖拉麵店但...吃了N次的中山店、北車也吃過幾次，就是沒吃過敦南店~心血來潮來吃看看~因為是第一次來敦南店，地點稍微找了一下才找到(目測沒有很明顯)....坐的是吧檯.....這吧檯不錯！深度比中山店的好~用餐空間很寬廣！這點相當不錯啊~吃的一樣是點過N次的超值東京~其實整碗吃下來感覺跟中山店差不多~只有覺得「蔥」的顏色沒有中山店那樣鮮綠色？哈~點餐前依然要求要湯淡油少~但還是有鹹~所以湯頭也幾乎沒喝到，只有吃麵時夾起麵條同時沾到的湯汁~是好吃的。筍幹似乎都變得比較粗喔~口感很爽~記得比較久前吃是...
T300042,16,屯京拉麵,2020-08-31,麻辣拉麵/220,配置去油這次點了麻辣拉麵，太辣了，用掉不少衛生紙，還加了一壺白湯，與其他的拉麵店提供的地獄拉麵完全不同，但也相對好吃，愛吃辣的可以嚐嚐，對小弟來說算是踩雷了下次還是乖乖點豚骨拉麵或沾麵。...
T300043,16,屯京拉麵,2020-09-23,超值東京拉麵280,白飯25這是家連鎖店，就好吃與否，見人見智，每個人口味很主觀，我是蠻愛他家的拉麵上的京蔥我個人認為很配麵條，尤其是在麵一上來後先將他家的自制辣油挖一大坨放在蔥上，拌勻後再先擱置於麵上，盡量不要碰到湯汁，這樣一來，一口麵一口蔥，香香的，很好吃.......最後的湯汁再用白飯拌勻吃完，也是一種樂趣........
T300044,17,山嵐拉麵臺灣總本店,2020-11-27,叉燒白湯/300,配置粗麵、麵硬、油100今天到了中正紀念堂附近的運動用具店拿訂購的運動手錶，第一步竟然不是戴上手錶運動去，而是要吃碗拉麵慶祝自己新品入荷。剛好經過了山嵐本店，目測可以馬上入場，就選擇山嵐當今天的晚餐了。自己比較常拜訪的其實是山嵐公館店，剛好可以做個比較。今天點的是白湯叉燒拉麵，選擇了粗麵和油100，配置有6片叉燒、些許高麗菜及青蔥，這碗是豚骨湯頭為主，但是整體的豚骨味道並不會那麼濃厚，鹹度也沒有那麼的高，對比於公館店的口味算是清淡的口味；而雖然選擇100的油但卻很好入口，對我來說油脂反而補齊了這碗湯比較不豐厚的豚骨味，也順...
T300045,17,山嵐拉麵臺中一中店,2020-08-03,原味豚骨拉麵背脂多/300,大家好，憑藉著對拉麵的熱愛生出了這篇漫畫XD因為前面第一二頁到第三頁這中間間隔了三個多月，所以畫風多少有點不一樣(乾笑心得都在漫畫裡面了，不過自己不是專業的食評，只是心得漫畫而已，所以有很多比較淺的對白、資訊有錯誤還請見諒！或是有什麼建議都可以跟我說～想表達山嵐→雖然上班一整天的心情緊繃、但一想到下班晚餐能吃到他且吃得超級幸福的美味拉麵店希望看完我的漫畫可以讓大家明天衝去吃拉麵XD如果想分享我也有在我(沒落)的粉絲專頁貼這篇～我有tag在最後一張相片...
T300046,17,山嵐拉麵總店,2020-07-04,蔥爆彈/300,配置無更動當天下午休假想說好久沒吃拉麵便查了中午營業時間較晚結束的店，本來想吃吃看雞吉君或是shinsoba但時間上不允許所以找到了開到兩點半的山嵐總店。配置都沒有改，濃度是售票機推薦的正常，但是送上來明顯湯不是熱的是溫的，吃的很膩，不知道湯是溫的這樣正常嗎⋯⋯？但隨後還有幾組單人進來也沒看到有任何人反應，記憶點只有湯是溫的這件事。...
T300047,17,山嵐拉麵臺中店,2020-11-01,白湯豚骨230,赤湯豚骨260第一次路過山嵐時，已在ㄧ中夜市逛街吃飽了當時想說沒人先拍個照記錄一下口袋名單，拍照的當下老闆剛好看到我，對著我微笑，好擔心他會走出來，不然我可能會因為不好意思再硬著頭皮進去吃拉麵白湯豚骨油量我選30，因為我怕拉肚子XD湯頭很溫順清爽，沒有豚腥味麵條選擇細麵、麵硬。高麗菜清甜爽口，叉燒厚實軟嫩不柴好入口，加點的溏心蛋30熟度剛剛好。赤湯選小辣，油量30，香氣大於辣度，但感覺比白湯豚骨再鹹一點。整體來說～這是一碗樸實無華但有溫度的拉麵店的裝置很簡單，氛圍輕鬆溫暖，看不到外面排隊人潮，吃麵較沒有壓迫感。店長是日本人...
T300048,17,山嵐拉麵大安店,2020-07-09,一日限定泡系干貝白湯拉麵(豐盛+糖心蛋)+炒角叉燒,配置麵硬上個月15日吃完這碗有被那口感綿密細緻、豚骨濃鬱香氣的湯頭驚艷到，沒想到本月有幸再次復刻，然後我上次貼文也被tag到，所以當然要再次來品嚐回味一番，感覺本次的湯頭又更加濃鬱綿密濃鬱了些，喝來依舊不膩口，調味適中，細麵(麵硬)軟硬度適中，鹼水氣味還是存在，溏心蛋這次熟度就比較正常沒有偏熟，炙燒叉燒香氣四溢，肥瘦度偏瘦，口感不若上回那般乾柴，高麗菜依舊爽脆不軟爛，干貝不小顆，炙燒的香氣不明顯，算是著色的意圖，生食級的口感Q彈，炒角叉燒就比較可惜了，吃來口感偏柴，調味過鹹過油，可能配飯比較搭，盛裝的盤子也有明顯的缺角，可...
T300049,17,山嵐拉麵大安店,2020-06-15,一日限定泡系干貝白湯拉麵(豐盛+糖心蛋),配置麵硬湯頭豚骨背脂肪香氣四溢，但泡系處理相較一般版的30白湯口感又更綿密細緻了些，喝來也較不膩口，調味適中不過鹹，細麵(麵硬)軟硬度偏軟，但鹼水氣味明顯，影響到湯頭的香氣，有點可惜了，溏心蛋雖已要求放湯匙內避免因湯頭影響熟度，但蛋的熟度跟我上次吃到的一樣偏熟，叉燒炙燒處理香氣四溢，但口感稍柴，肥瘦度偏瘦，高麗菜爽脆不軟爛，干貝不小顆，但炙燒的香氣不明顯，生食級的口感Q彈，整體而言亮點是湯頭啊！#中午沒排到就晚上再去排啊#今日島村祐行社長坐鎮#臺北三家山嵐攻克#味道很主觀喜歡請多去光顧支持店家圖影參閱IGhttps://w...
T300050,17,山嵐拉麵大安店,2020-12-07,豐盛白湯經典豚骨300,拉麵休戰日的週一 名店照樣休息 我的選擇就是攻略 金賞 找個好停車又方便的山嵐拉麵大安店 其實本身很怕排隊啦 第一名進入店裡也是有拍攝方便的意思 經過熱心的店員介紹一番後 我決定從最經典的豚骨開始 然後加點了豐盛白湯 由於剛剛喝了咖啡 相對的冰水就很重要 讓味覺重新洗牌 第一口的 無調整湯頭 果然是札幌式的濃鬱 這種滋味已經是從 年前的樂山娘開始說起囉 當然山嵐是有更上一層的風味 硬麵當然是給我這種邊拍邊吃的最好選擇 回神吃麵的每一口都還能感受他的麵粉風味 叉燒肉片是屬於中厚的型態 有嚼勁 再來一定要稱讚的是高
T300051,17,山嵐拉麵公館店,2020-10-07,赤湯(大辣)·沾麵270元,配置麵碗已含叉燒兩片，沾醬碗內有一點高麗菜，額外點蔥30元，坐吧檯鄰近地點:到臺大出差，剛好趁機踩踩這裡的店點，看到山嵐，想說沒吃過豚骨背脂湯頭的拉麵，決定試試看。本來想要點蔥爆彈拉麵，可是聽到前面的女生說沾麵很好吃，於是就點了赤湯(大辣)·沾麵再加蔥。整體搭配看起來很清爽，麵條是我覺得很剛好的粗度，而且女店員很認真的沖過冷水，所以口感很Q彈。沾醬部分對我來說溫度太溫冷，所以很油膩的感覺，感覺只是麵條裹辣油，辣度也只有一點點(我個人愛吃辣，口味比較重)。叉燒比一般拉麵的叉燒肉稍微厚一點，肉是涼的，油脂味感覺就比較明顯...
T300052,17,山嵐拉麵一中店,2020-09-12,白湯高麗菜加量/260,配置高麗菜、洋蔥、蔥、叉燒(抱怨文不喜勿入)選了跟以前來一樣最油的油度結果跟當初背脂的量差許多從可以看見許多一粒一粒的背脂到吃起來覺得很清淡叉燒肉吃起來也沒之前軟嫩同行的人也表示湯跟肉體感也變不同了總而言之我個人用餐的感受不是很好滿懷期待過去花一樣的錢卻不如當初好吃之後不會再訪了從可以看見許多一粒一粒的背脂到吃起來覺得很清淡叉燒肉吃起來也沒之前軟嫩同行的人也表示湯跟肉體感也變不同了總而言之我個人用餐的感受不是很好滿懷期待過去花一樣的錢卻不如當初好吃之後不會再訪了...
T300053,17,山嵐拉麵,2020-09-03,白湯，加點角叉燒跟白飯/300,配置油量100(日本味)細麵，麵量正常前言:沒吃過吃吃看※以下正文拉麵上來後，先喝口湯，不會難喝，但也沒有特別好喝到讓人印象深刻，表現普普，比較印象深刻的點是偏油偏鹹(畢竟點日本味)。麵是我喜歡的細麵，想要雷也難啦，雖然麵量偏少，但是因為很油，所以飽足感很夠(或是說很膩口)，但是也是因為麵偏少所以湯剩很多，即使我白飯倒下去，整個吃完還是多了一些湯出來(再油我還是直接喝完ww)。然後我點的居然沒有糖心蛋！！！可惡rrr，雖然我兩個朋友給的評價都不高，但是沒吃到蛋還是有小鬱卒。拉麵附的叉燒我覺得口感還不錯，爽感有出來，但是味道...
T300054,17,山嵐拉麵,2020-10-25,赤湯、角叉燒,配置油量正常、小辣我吃了那麼多次山嵐之後，這還是第一次吃角叉燒⋯⋯超級好吃啊大安店的小辣感覺是等同公館店的中辣等級以上，不過也有可能是我太久沒有吃辣，麵的口感不錯吃起來算紮實，麵帶著湯的效果也是有，叉燒好吃超讚，蛋黃的熟度剛好，至於高麗菜倒是沒有另外兩家店脆口，話說是我的錯覺還是真有其事，感覺辣度跟油量好像3家店都不太一樣(同一等級)...
T300055,17,山嵐大安店,2020-05-27,海鮮咖哩沾麵310,熟悉的山嵐這次和龍二合作咖哩的辛香和海鮮的鮮味很搭沾汁的濃稠度剛剛好然後叉燒依舊美味非常值得嘗試的一碗限定～...
T300056,17,山嵐yamaarashi大安店,2020-10-20,白系豚骨230,"配置白洋蔥丁、蔥花、叉燒、高麗菜、木耳又是我，要刷新味蕾的方式就是再吃一碗好吃的拉麵，今晚我想來點來自 北海道札幌,:豐平區平岸的山嵐一入門是自己操作點餐機~隨後職人師傅們會親切帶位,師傅會溫馨提醒麵的軟硬度跟豬背脂的濃度,我還年輕..所以今天不怕油直接直上『豬背脂100』100是日本標準濃度喔,為何叫他們職人師傅呢,是因為他們真的好認真好日系(?)每個服務細節都很注意完全是遵從日本SP的一家店!客人的冰水會補剛好的量不會太冰撈冰塊的勺子也有分開放整個工櫃檯是很乾淨的此分店店面呈長條形不但座位與座位間不壅擠,也沒有..."
T300057,18,山形心心五福店,2020-05-17,豚野郎，中碗(200),"配置味鹹，麵硬，脂增量，加點餃子套餐(+39)""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""那個叉燒居然有兩支筷子厚...由於巧遇麵友看到他把所有豆芽菜換成高麗菜我一度以為中碗的量其實還好H麵友本來也說他想點大碗的..."
T300058,18,高雄山形心心五福店,2020-05-24,祕傳味噌(150),配置麵硬、加麵(20)、49元炸雞套餐太晚吃飯信步又踏上了往山形心心之路還好這次店家沒有再因意外而沒開不然我真的會懷疑自己嚴重帶賽人家如果沒有意外店家的麵條應該是統一的一般拉麵跟二郎的似乎沒有區別吃著店家的麵條總會不禁想起故鄉的胚芽意麵以這種麵體來說做麵硬可能是滿吃力的不過我個人倒是不太介意那個硬度...
T300059,18,山形心心,2020-05-18,魚豚二郎中碗(200),配置一般正常山形心心在左營快閃時就去吃過兩次了。對於山形心心的印象就是ＣＰ值很夠的店。很少有一百多元拉麵可以吃到背脂的，麵與湯與叉燒也不算很差。這次在高雄終於開店了，開心。這次推出的二郎系列，在高雄其實是沒有的。我個人其實很怕吃二郎系不是因為吃不完，而是因為豆芽菜ＸＤＤ我很討厭吃豆芽菜，尤其是二郎系列又把豆芽菜放超高ＸＤＤＤ於是這次去抱著試試看的心態看能否把豆芽菜都換成高麗菜，結果老闆竟然答應了！！這次點的是魚豚二郎(中)本想說最近對拉麵的食量縮小很多，中碗二郎應該就吃的會很飽了。沒想到我錯了，吃完還有種意猶未竟的感覺，下...
T300060,18,山形心心拉麵高雄五福店,2020-05-30,魚豚野郎(小碗、蒜加量、麵硬),原本在崛江玉竹街朋友的店聊天，聊著聊著忽然朋友揪再去吃一次二郎風，這次我挑戰魚豚野郎，外加10顆煎餃，結果不知道是我今天狀況不好還是煎餃點太多，很可惡的這趟吃不完煎餃經過上次建議後，這次吃的沒有再發生大小不一，破皮的狀況了！不錯吃！拉麵的話這碗魚豚野郎我也很喜歡，蒜加量後吃的超過癮，上面撒的柴魚片很香呢！可惡這次胃不爭氣。下次不要點太多煎餃來配野郎或二郎風的拉麵了...
T300061,18,山形心心拉麵五福店,2020-07-07,豚野郎—小碗(180配置麵硬、加鹹),#外帶拉麵亂擺請勿見怪小碗我就覺得gg了大碗有麵友挑戰成功的嗎上週末去崛江附近大創幫家人買東西，想說人在附近就先去山形心心外帶，再去幫他們買東西，再帶回家吃(其實本來我是要去吃誠的限定)。最近胃口不好，這一碗吃完一整個飽到不要不要因為當天有一群男生都點二郎風，所以我有稍微等了一下，店裡只有3位店娘，服務態度都超好，一直告訴我不好意思我久等了。展場山形我吃過好幾次，以前最愛的就是辛味噌與醬油款，口味上也都滿喜歡的，但展場吃到的，就是真的湯溫的問題，不夠熱覺得可惜。前一次吃到小豚野郎，是幾年前過年時夢時...
T300062,18,山形心心五福店,2020-07-27,男氣魚豚野郎拉麵(大)搭配振興券套餐三顆煎餃+原萃綠茶240,配置預設這個月都快結束了沒吃半碗麵這樣是不行的加上肚子實在有夠餓所以決定吃份量絕對足夠的野郎拉麵今天我把車停在隔兩條街的地方用散步的慢慢走途中經過赤麵廠看到客滿下次再來試試看好了走到山形心心後進門只有我一個人....不過看椅子有幾張沒歸位應該前面有人剛吃完吧沒人所以隨便找位子坐下點餐了目前有振興券200元搭配野郎小碗+煎餃+飲料組合個人覺得挺划算大碗只要補價差就可以所以我這次點魚豚野郎大碗沒等很久麵先上桌這個月的第一碗麵吃起來就對了慣例先處理豆芽菜....搭配炙燒過的厚叉燒肉軟又帶有焦香配上豆芽吃真過癮....麵也帶有一定...
