,Description,published
715,「麵屋壹慶－清湯醬油」．清湯醬油　★★★★☆本人不愛清湯，更不愛醬油，記得兩個月前第一次踏進壹慶的店家是被濃濃的豚骨香味吸引，但喝了一口同行友人的醬油清湯立刻愛上，並發誓下次一定要自己點一碗。這次終於達成心願，自己點了一碗醬油清湯，第一口仍然是那驚豔的醬油清香（不過好燙！！！我的上顎皮～～～～ＱＱ），不過當我把整碗完食時卻想念起上次那碗泡系豚骨，又下定決心要再來吃一次豚骨（甚麼循環不過就像社團說的，拉麵是沒有勝負之分的，所以並不是說壹慶的豚骨就這樣打敗了清湯醬油，而是我在一次一次品嘗拉麵中也漸漸找到了自己的喜好、自己的味道，就算吃到板友大推，但我卻略感失望的拉麵，也不會說店家雷或什麼的，因為即使是之前吃了一口覺得會喜歡的湯頭，還是有可能被下次的自己否定。「阿，這碗拉麵好像不太適合我呢。」僅此而已。－「Ｎａｇｉ－外帶限定王『蟹王』」．蟹王　★★★☆☆（原諒我沒有裝得很好看，我當時真的很餓ＱＱ）記得那天，就是連上六天的那個周日，是個冷冷的雨天，想徹底的廢又想吃拉麵（又害怕外送的拉麵無法達到心中標準ＱＱ），正好看到ｎａｇｉ的外送限定王，這真是給了我一個完美的點拉麵外送理由！點！… 更多,10月6日上午11:54
716,店名 山嵐拉麵 公館店 餐點 白湯拉麵 加上炒角叉燒S 排隊狀況 等五分鐘 價錢 310 地點 靠近公館捷運站 用餐時間18:52 心得 昨天吃12巷拉麵，吃完稍微看了一下留言，有人提議吃山嵐，所以我就跑去吃了XD  先說味道，湯頭部分白湯用豚骨，喝起來有一點鹹度。濃度部分，我是點大概100%，所以喝起來有點滑順感覺，還滿可口的。 如果不想吃太油膩的話，可以抓70% 我只記得 70% 100%… 更多 150%。(150%那種我不敢點很油。)今天吃100%真的有點反胃，還好沒那麼嚴重。 另外，關於沾麵，我不太習慣吃沾麵，因為我吃拉麵都會把湯喝掉，除非湯頭是很鹹。 再來叉燒肉，我剛吃第一片咬起來有點硬，第二片吃起來還好，肉味沒有像12巷那麼重。 配料的話，蔥放的還滿多的，還有炒角叉燒，放的更多一點。 配菜小盤炒角叉燒，肉咬起來有的硬有的軟，看起來叉燒是用烤的，所以吃起來有點炭燒味道。 但是它名稱為什麼要叫炒角叉燒? 大概是這樣。  150%。(150%那種我不敢點很油。)今天吃100%真的有點反胃，還好沒那麼嚴重。 另外，關於沾麵，我不太習慣吃沾麵，因為我吃拉麵都會把湯喝掉，除非湯頭是很鹹。 再來叉燒肉，我剛吃第一片咬起來有點硬，第二片吃起來還好，肉味沒有像12巷那麼重。 配料的話，蔥放的還滿多的，還有炒角叉燒，放的更多一點。 配菜小盤炒角叉燒，肉咬起來有的硬有的軟，看起來叉燒是用烤的，所以吃起來有點炭燒味道。 但是它名稱為什麼要叫炒角叉燒? 大概是這樣。,10月7日下午8:03
717,1.店名 十二巷拉麵 2.鄰近位置 公館捷運站附近 3.排隊狀況 無 4.用餐時間 晚上6點30分 5.餐點 豚骨叉燒拉麵 叉燒 味噌 6.價格 228元 心得 這家是我第一次品嚐，麵的硬度偏軟一點，我個人比較偏好硬麵且細麵，不過這家麵是粗的。咬起來比較有Q彈感，真的還不錯。 湯頭部分，喝起來鹹度還好，不會很死鹹。有點香油味道。 至於配料叉燒肉吃起來肉汁味道比較濃一點。 大概是這樣，這是我第一次發文，有問題或違反版規請通知我一下 感恩。,10月5日下午6:47
718,"（新店情報） 店名：長生鹽人 開在天母西路宋江餡餅粥旁邊，主打鹽味的樣子不曉得何時開幕，住天母除了nagi 終於有新拉麵店可以吃啦😍
 往店裡看去是吧檯座位，應該有6、7個位子以上吧？",10月6日下午2:44
719,"煽系再臨~~
 ▎店家：北一家 ▎區域／鄰近地點：內湖區/江南街 ▎用餐時間：17：30 ▎排隊狀況：號碼牌6號 ▎拉麵名稱／價格：魚介拉麵240 叉燒60
 自上次懷念的鳳華過後，當然也要來造訪剛回歸不久的北一家！
 因為之前寫過一篇魚介拉麵的文，這次吃完過後味道基本上都沒有變，我就用更簡短的方式來敘述~
 這間的溏心蛋個人覺得真的很好吃，滷的非常入味又是膏狀蛋黃，完全我的菜，滷製叉燒一樣是油花分佈均勻的梅花肉，入口即化，麵條為細捲麵，個人建議來這裡還是在備註上寫個麵硬，起初來的時候沒有告知當下吃的時候覺得嚼勁不夠，而且這間的硬麵也不是真的會讓人覺得太硬的類型，我是蠻建議點硬，至於湯頭如果怕太鹹的人可能也要跟店家告知或者在菜單上備註，我是都沒調整，習慣吃重！但因為是煽系也就是大火炒過的湯頭，會比較重鹹~~！但這就是北一家的賣點，湯真的是香~~順口
 其實在還沒造訪之前我就有先在Google查一下最新評價，就有人提到煽系復活了！然後社團這陣子好像都沒人提到這間，只知道當初剛回歸的時候賣的品項好像是清湯為主，其實還蠻想吃吃看的，但營業時間真的有夠短.........
 然而現在完全就是跟之前一樣品項沒變，就連店裡依舊兩個人手而已..........這次再造訪能夠吃到美味的煽系，就跟上週能在鳳華吃到泡系拉麵真的是很讓人欣慰~~",10月4日下午7:13
720,"✏️吉鴙ラーメン ( 吉鴙ㄓˋ拉麵 )✏️
 今天用餐已是二訪了～💛 進門後請直接操作販售機點餐 點完店員會熱情招呼您並帶位 🔻 一訪是平日中午去的， 不會有想像中擁擠，不需排隊即可吃到！ 🔻 二訪是平日晚上，下班時刻人有比較多 但店內位置約能容納20人～今晚也是不用排隊的！… 更多 🔻 今日點了🐔濃厚雞白湯拉麵🐤$200 上菜後，湯溫適中不燙口 真材實料的雞湯，連我鼻塞都能夠感受到湯的濃厚氣息XD
 每一碗拉麵皆附有都有 兩片 舒肥豬🐷 兩片 舒肥雞🐔 肉質肥瘦適中，沒有奇怪的腥味， 舒肥後的口感讓肉質更有彈性好吃！
 麵體可選擇130 克與180克的 180克的我覺得剛剛好  130克適合胃口小的人～ （如要加麵要收費）… 更多  🔻 今日點了🐔濃厚雞白湯拉麵🐤$200 上菜後，湯溫適中不燙口 真材實料的雞湯，連我鼻塞都能夠感受到湯的濃厚氣息XD",10月6日下午8:05
721,"店家：織田信長 地點：320桃園市中壢區環西路二段366巷10號(近中壢國民運動中心) 配置：波士頓龍蝦雙人拉麵(1388元)，牛雞各一 排隊：17:00到達第一組客人，半小時內客滿
 之前就一直很想來試試他們家的蝦湯拉麵了 不過發現最近好像有改變風格，現在變成雞湯底了 並且還和鐵板燒做結合，感覺起來蠻特別的
 這次直接攻頂選了龍蝦拉麵… 更多 只見我們入座後，服務生便拿出這一次待宰的活體龍蝦 詢問是否要拍照，拍完照後便送入廚房進行處理 在等待過程中看到檯前的廚師開始在鐵板上炒起豆芽炒 一陣香味撲鼻而來，彷彿就像置身在鐵板燒店的感覺 緊接著拉麵從廚房端出，並在檯前進行組裝
 剖半的大龍蝦、一大塊的雞腿排以及炙烤過的牛叉燒就這樣迅速的完成擺盤並送到面前 先喝下了一口湯，不算濃郁的雞湯，有點清爽讓人想一口接著一口 麵條偏硬，是我喜歡的口感，而且份量很足 鐵板炒香後的豆芽菜鹹香夠味 但朋友覺得泡在湯後有點影響到湯的味道，不過我自己是覺得不錯 雞腿排則是有一定的水準，而且超大塊吃起來非常有飽足感 龍蝦當然是不用多說，肉質Q彈又自然鮮甜 服務生還將螫的殼貼心地處理過，輕輕撥開就是滿滿的肉
 除了拉麵外，小菜的魚皮倒蠻出乎我意料之外的好吃 酸辣夠味而且沒有什麼魚腥味 整體來說我覺得還蠻好吃的，除了價格不太漂亮外.... 另外還有一款紹香雞醬炒拉麵，是以鐵板的方式做料理 蠻特別的而且評價也似乎是不錯，下次再來試試看！  只見我們入座後，服務生便拿出這一次待宰的活體龍蝦 詢問是否要拍照，拍完照後便送入廚房進行處理 在等待過程中看到檯前的廚師開始在鐵板上炒起豆芽炒 一陣香味撲鼻而來，彷彿就像置身在鐵板燒店的感覺 緊接著拉麵從廚房端出，並在檯前進行組裝",10月5日上午11:13
722,"▎店名：勝王
 ▎區域／鄰近地點：捷運中山站
 ▎用餐時間：20201004 12:15
 ▎排隊狀況：一小時
 ▎拉麵名稱／價格： 白酒醋燉肉雞白洋蔥湯柳麵 $300… 更多 舞菇醬鴨肉叉燒（三片）$60 澳洲和牛烤背肩 $60 橄欖油烤番茄 $30
 勝王搬家後第一次來吃，星期天的中午排了約一個小時 (我覺得尚可接受，再久一點可能就不行了)，本來只想點一碗麵來吃的 結果越排越餓
 「不然加點個肉來吃好了！」 「但肉不知道要選哪一個...」 「不然都加好了 反正都排這麼久了」 「那個烤蕃茄也加一下好了 下次吃不知道什麼時候」
 勝王的魅力大概就是讓本來只想花250吃碗麵的人，最後不知不覺花了快500 然後還覺得很划算😂
 今天點的是白酒醋燉肉雞白洋蔥湯柳麵，看名字也不太知道到底吃起來會是什麼味道，反正聽說是限量的 所以先點再說！整體而言還是很好吃，白醋燉肉吃起來就有點像黑醋角煮那樣（我其實吃不太出來有什麼不一樣 但有稍微酸一點 反正是好吃的就對了），湯頭很稠 帶點洋蔥味，吃到最後湯和麵會剛好同時消失於碗底，像吃咖哩飯的時候飯跟咖哩醬同時完食一樣 讓人覺得通體舒暢！很讚
 最後那個鴨肉會裝在一個漂亮的碗裡另外送過來，上面有一坨黑黑的醬 應該就是名字提到的舞菇醬，但是我吃起來覺得就像是一般沙茶醬哈哈哈，反正還是好吃的啦 大家自己去點來吃吃看就知道了  舞菇醬鴨肉叉燒（三片）$60 澳洲和牛烤背肩 $60 橄欖油烤番茄 $30",10月4日下午3:23
723,"流沙蟹黃拉麵 10月推出的新菜色 湯聽說是蟹還是蟹黃熬的 喝第一口湯時覺頗鮮美 有海的味道 上面有一塊略為炙燒的干貝 可惜不太有干貝的鮮甜 口感感覺過熟 還有一小塊冷冷的蟹肉 搭配水蓮和一片柑橘… 更多 蛋就完全不及格 根本不是糖心蛋 整個是全熟水煮蛋了 還有我點的是十秒的硬麵 來的卻是軟的....這點我最care
 整體來說不難吃啦 但還是沒有第一次吃他們牛奶蛤拉麵好吃 真的是品質很不穩定的一家店啊 好吃的時候讓你驚艷 不好的時候讓你驚嚇
 #神樂岡旭川拉麵  蛋就完全不及格 根本不是糖心蛋 整個是全熟水煮蛋了 還有我點的是十秒的硬麵 來的卻是軟的....這點我最care",10月7日上午1:33
724,"▎店家：麵屋一燈 ▎用餐時間：9月底午餐 ▎排隊狀況：30分鐘 ▎附近地點：新小岩駅 ▎拉麵名稱／價格：特製濃厚魚介つけ麺／¥1350 ▎配置：糖心蛋，豬叉燒，雞叉燒，雞肉丸
 又來到最愛的沾麵一燈了！湯頭依然的濃厚順口，魚介的味道會有讓人回甘的感覺，湯頭扒著麵根本絕配！魚介類的沾麵怎麼吃還是一燈最合胃口😍
 這次的雞叉燒品質不如已往，可能是部位的關係，這次吃起來有點清脆感，已往的話都是非常軟嫩好入口的。
 糖心蛋這次也剛好有點過熟😩，但是依然有非常濃厚的酒香！
 然後依然堅持傳統女生用餐的話有送一小球冰，非常能解膩~",10月5日下午2:34
725,"■店家資訊：山下公園、七面鳥 ■臨近地點：廣三SOGO ■用餐時間：山下公園 10/02 PM5點、七面鳥10/03＆10/05 PM5：30 ■拉麵品項：山下公園－醇辛鹽味豚濃湯 $260 ＆ 焦蒜豚雞濃湯 $220 七面鳥 - 10/03 濃蝦雞白沾麵 $320   10/05 濃蝦雞白湯拉麵 $330  ■拉麵配置：除了醇辛鹽味是店家固定配置以外，其餘3碗皆為日本鹹度＆麵條硬度適中
… 更多 最近拉麵癮持續發作，剛好喜歡的店家又有推出限定款拉麵，所以就來嘗鮮了w
 首先是山下公園，不意外地在開店前就已經排爆 先上的是醇辛鹽味豚濃湯，這碗麵有著三種截然不同的風味，在未加辣椒醋跟辣味噌前的豚骨湯味道非常醇厚，看起來雖然頗油，但實際品嘗時並不會膩口，吃到一半時加入辣椒醋後，整碗麵隨即變身帶有一點南洋風味，嘗起來酸辣酸辣的，最後加入辣味噌後，整碗的味道又搖身一變成溫和的味道，是非常有趣與美味的一碗麵，最後追加白飯來清空碗底 接著上的是焦蒜豚雞濃湯，這碗的味道真的非常濃厚，首先品嘗到的是濃濃的蒜味，接著跟上的是豚雞湯的味道，真的讓人欲罷不能，而配置的豬肉＆雞肉也很讚，雖然味道較偏淡，但是卻跟湯頭非常搭，最後一樣追加白飯來清空碗底
 題外話，當時我一個人點了2碗麵，胖虎在用餐期間有點擔心我是否吃得完，但最後2碗麵都加飯後完食連湯都不剩時似乎有點嚇到他XD
 接著隔天3號到七面鳥吃濃蝦雞白沾麵，這碗的味道依舊是七面鳥的標準直球風格，味道真的十分的濃厚，麵沾湯後一入口迎面而來的就是濃濃鹹香的蝦味，每吃一口都像是有大量甜蝦在嘴裡衝鋒，不過這碗的鹹度偏高，需要適時喝水或是用高麗菜搭配紫洋蔥＆蔥花來轉換一下味道，最後則是加飯進沾湯內，搭配炸得酥脆的軟殼蟹後完食這碗麵
 然後在5號清晨時看到七面鳥還有出濃蝦雞白湯拉麵版本，於是當天晚餐時段便再次造訪來品嘗看看與沾麵版本是否有所不同 以味道來說，這碗的味道較沾麵版本溫和許多，吃起來非常舒適，很快就吃到快碗底朝天了，最後一樣加飯後完食，唯一較為美中不足的是軟殼蟹必須先儘快吃掉，不然會被湯泡軟掉影響口感 要做比較的話，沾麵版本的味道像是甜蝦在嘴中進行衝鋒，而拉麵版本則像是蝦子與雞在嘴中共舞  最近拉麵癮持續發作，剛好喜歡的店家又有推出限定款拉麵，所以就來嘗鮮了w",10月6日下午11:29
